"","cue","coverage","H","unknown","xR2","xR3","N"
"457","apparition",88.3895131086142,3.64906913035652,6,4,7,300
"458","appeal",89.7435897435898,4.3592591060549,3,5,8,300
"459","appealing",89.2988929889299,4.13360112242644,1,7,12,300
"460","appear",85.7651245551601,4.17313530187538,1,1,14,300
"461","appearance",88.6029411764706,4.43074374574179,5,3,7,300
"462","appendage",91.4728682170543,3.53837483422666,10,3,6,300
"463","appendix",83.3333333333333,4.23890428056233,1,3,3,300
"464","appetite",91.2751677852349,3.48856805015425,0,0,2,300
"465","appetizer",76.3440860215054,4.2685823629103,3,2,8,300
"466","applaud",94.7735191637631,3.4894378514976,3,0,4,300
"467","applause",88.7323943661972,3.81083200971125,0,5,6,300
"468","apple",92.5675675675676,3.70688887315909,0,0,4,300
"469","apple juice",91.7562724014337,4.1969840631525,1,8,2,300
"470","apple pie",91.3978494623656,4.29628231123217,0,8,5,300
"471","apples",86.4864864864865,3.47902666971753,0,1,2,300
"472","applesauce",86.4963503649635,4.45098822555317,3,3,11,300
"473","appliance",92.1428571428571,3.95161789050199,3,2,7,300
"474","application",91.7241379310345,4.22587073144028,0,0,10,300
"475","apply",90.4255319148936,4.28224594466116,2,2,8,300
"476","appoint",89.0070921985816,4.41563513079413,0,5,8,300
"477","appointment",89.5470383275261,3.67827310027556,1,2,6,300
"478","appraisal",91.4893617021277,4.4065837093077,11,11,10,300
"479","appraise",91.1290322580645,4.19995350501173,9,7,11,300
"480","appreciate",92.9328621908127,4.27718926081133,2,2,7,300
"481","appreciation",89.1696750902527,4.04360164397397,1,4,12,300
"482","apprehend",94.5454545454545,3.73686149201613,4,2,9,300
"483","apprehension",87.3983739837398,4.02878907124127,7,10,13,300
"484","apprehensive",95.2554744525548,3.78811827417106,1,7,9,300
"485","apprentice",84.6153846153846,4.36978662945129,1,7,10,300
"486","approach",83.2142857142857,4.59226301750059,0,4,12,300
"487","appropriate",89.6057347670251,4.07125352288064,0,4,13,300
"488","approval",91.3669064748201,4.67553628533925,1,3,13,300
"489","approve",94.0298507462687,4.17067290023684,3,6,11,300
"490","approximate",91.4893617021277,3.81725288201988,1,4,7,300
"491","approximately",87.1794871794872,3.63677470781734,2,4,13,300
"492","approximation",83.4615384615385,3.82606156859616,3,10,11,300
"493","apricot",94.8275862068966,3.63580251243578,1,1,5,300
"494","April",90.5723905723906,3.37486720150643,0,0,3,300
"495","apron",89.3470790378007,4.13304418570339,2,0,3,300
"496","apt",90.0383141762452,4.21495275986485,6,5,11,300
"497","aptitude",92.8030303030303,3.58278451989999,5,8,5,300
"498","aqua",93.4027777777778,3.00890202635917,0,2,8,300
"499","aquarium",86.986301369863,3.18114260643908,0,2,4,300
"500","Arab",73.8805970149254,4.43793387413247,0,11,10,300
"501","Arabic",75.0889679715303,4.11286910999618,0,5,9,300
"502","arachnid",83.011583011583,3.15775717427637,5,10,6,300
"503","arc",78.9285714285714,4.20026379121391,2,2,10,300
"504","arcade",82.6530612244898,3.93051353921838,0,1,4,300
"505","arch",88.2562277580071,4.38703959087935,2,4,5,300
"506","archaic",89.0196078431373,3.22389254619452,5,9,12,300
"507","archeology",82.8859060402685,3.9623536590507,0,0,2,300
"508","archery",92.1768707482993,3.07767673492856,1,1,1,300
"509","architect",85.1724137931035,4.22322155374557,2,0,4,300
"510","architecture",88.0952380952381,4.08632752573393,1,0,3,300
"511","archive",93.0555555555556,3.89307447099837,2,0,6,300
"512","arctic",91.8918918918919,3.41297266938611,1,0,1,300
"513","arduous",93.7007874015748,3.32959396014141,13,2,3,300
"514","are",95.4716981132076,3.54602985619958,5,4,12,300
"515","area",87.3239436619718,4.53474688315745,1,3,7,300
"516","arena",82.9351535836177,4.21128486070545,0,2,3,300
"517","argue",95.1048951048951,3.94095283480913,0,1,12,300
"518","argument",88.013698630137,4.36559463878212,0,1,6,300
"519","argumentative",71.9557195571956,4.81199928888367,0,6,17,300
"520","arid",94.0959409594096,3.06771446675484,7,1,6,300
"521","Aries",79.6812749003984,3.76984760274795,3,15,10,300
"522","aright",83.3333333333333,4.00902334658428,38,8,8,300
"523","arise",83.8951310861423,4.376057789786,3,5,14,300
"524","aristocracy",80.9352517985612,4.56889230041527,5,1,5,300
"525","aristocrat",81.5884476534296,4.48948786423453,5,1,6,300
"526","aristocratic",81.0909090909091,4.47799777884171,3,3,10,300
"527","arithmetic",90.2097902097902,3.6601166784021,2,2,4,300
"528","Arizona",83.1034482758621,3.60412401071997,0,2,6,300
"529","arm",92.8082191780822,3.90703167602716,1,1,3,300
"530","armada",86.2068965517241,3.62986880986816,6,7,7,300
"531","armchair",90.2027027027027,4.28538157742382,1,0,1,300
"532","armed",86.8965517241379,3.94421812858796,0,1,8,300
"533","armed forces",88.1720430107527,3.44483983033069,0,5,11,300
"534","armor",86.4406779661017,4.14592962178655,0,1,3,300
"535","armpit",93.0555555555556,3.48796406682878,0,4,4,300
"536","arms",89.7526501766784,4.09425522947652,3,1,6,300
"537","army",91.0344827586207,4.06585797596144,1,2,3,300
"538","aroma",93.4256055363322,3.44300931401532,0,2,7,300
"539","aromatic",84.5070422535211,4.15492274478768,2,1,8,300
"540","around",85.1449275362319,3.96931891916269,2,1,16,300
"541","arousal",90.5263157894737,4.28507249334787,3,2,2,300
"542","arouse",86.0714285714286,4.21151329736658,1,3,11,300
"543","arrange",90.5454545454545,4.25111186423491,2,4,11,300
"544","arrangement",91.3978494623656,4.35674286559505,2,3,9,300
"545","array",86.6666666666667,4.73336896654236,5,4,7,300
"546","arrest",91.2457912457912,3.7046567934671,0,0,3,300
"547","arrested",86.7595818815331,3.7563467741939,0,2,9,300
"548","arrival",94.5017182130584,4.1181489779004,0,0,9,300
"549","arrive",91.6058394160584,4.24324874617194,2,4,12,300
"550","arriving",80.2816901408451,4.3395372586907,0,2,12,300
"551","arrogance",79.9256505576208,4.88071465406939,5,5,6,300
"552","arrogant",85.6115107913669,4.65769935975388,1,7,5,300
"553","arrow",93.127147766323,4.04995067576887,1,2,2,300
"554","arrows",78.7985865724382,3.93708740824195,1,3,8,300
"555","arsenic",83.8056680161943,3.41563720891588,4,15,11,300
"556","art",91.2162162162162,4.2845111256497,0,1,2,300
"557","artery",88.8888888888889,2.9435428117069,5,6,3,300
"558","arthritis",88.768115942029,3.62858469438981,3,6,3,300
"559","Arthur",73.5408560311284,3.77172248254135,4,7,17,300
"560","artichoke",86.1818181818182,3.83435820341071,2,4,11,300
"561","article",95.1724137931034,3.71280135145424,0,1,8,300
"562","articulate",86.5248226950355,4.19426872727812,2,1,10,300
"563","artifact",82.8178694158076,4.16810684692421,0,1,7,300
"564","artificial",84.8275862068966,3.91674536624342,0,1,8,300
"565","artillery",82.6241134751773,3.69043381859663,1,5,5,300
"566","artisan",86.1209964412811,4.37085889351087,3,3,4,300
"567","artist",88.3561643835616,4.35970631649924,0,1,6,300
"568","artistic",85.7638888888889,4.27312585499802,0,3,6,300
"569","arts",87.2053872053872,4.04935421125703,0,0,3,300
"570","artsy",87.4045801526718,4.30227676047249,5,8,7,300
"571","artwork",85.3741496598639,4.09789697751577,1,0,3,300
"572","as",89.2430278884462,3.96718737011513,4,9,19,300
"573","ascend",90.3114186851211,3.94067679626472,0,3,5,300
"574","ascent",91.5750915750916,3.71524593176432,3,5,8,300
"575","ascertain",91.9028340080972,4.30634397250867,12,4,9,300
"576","ash",90.5405405405405,3.74860479476373,0,0,4,300
"577","ashamed",87.9432624113475,4.02303676811028,0,5,8,300
"578","ashes",89.0784982935154,3.80641870756127,0,1,5,300
"579","ashtray",93.9068100358423,3.43914122945824,2,4,7,300
"580","Asia",87.5862068965517,3.93421221544967,1,0,7,300
"581","Asian",86.013986013986,4.41813379864837,0,3,8,300
"582","aside",81.3186813186813,4.76279859074764,3,5,8,300
"583","ask",93.4931506849315,3.80768861192244,0,2,4,300
"584","askew",57.8260869565217,4.25645239686653,7,18,13,300
"585","asking",84.6456692913386,4.04052016046713,1,14,15,300
"586","asleep",89.527027027027,3.96943113640993,0,1,2,300
"587","asparagus",92.0415224913495,3.64849058880042,3,0,2,300
"588","aspect",94.1176470588235,4.1980315332538,8,13,12,300
"589","asphalt",88.5813148788927,3.76125818287312,2,1,3,300
"590","asphyxiate",91.3533834586466,3.74988137086916,4,8,6,300
"591","aspiration",91.4089347079038,3.65564042379952,1,1,4,300
"592","aspire",92.5795053003534,4.09534373016687,3,2,4,300
"593","aspirin",83.7931034482759,3.50719391979648,1,3,1,300
"594","ass",94.19795221843,3.83519871018934,0,1,5,300
"595","assassin",87.5886524822695,3.90450368156222,2,3,6,300
"596","assassination",80.14440433213,3.68520417610241,1,5,10,300
"597","assault",95.1557093425606,4.04578315877726,0,2,7,300
"598","assemble",89.0459363957597,4.27420406282874,1,3,8,300
"599","assembly",89.9305555555556,4.28485112376399,2,2,2,300
"600","assert",91.0852713178295,4.70130268314309,4,10,10,300
"601","assertive",86.6666666666667,4.39489036861656,5,9,12,300
"602","assess",85.036496350365,4.64419252316715,4,1,12,300
"603","assessment",92.3344947735192,4.19170548436359,0,1,11,300
"604","asset",92.4528301886792,4.29405291608384,1,9,14,300
"605","assets",85.8695652173913,3.94537374025379,4,2,8,300
"606","asshole",82.2064056939502,4.29399421173968,1,3,10,300
"607","assign",90.9747292418773,4.16205720041376,1,6,8,300
"608","assignment",95,3.5593534165193,1,4,9,300
"609","assimilate",71.6535433070866,4.52277946603003,3,15,7,300
"610","assist",93.0909090909091,3.66192913747934,0,7,11,300
"611","assistance",92.9368029739777,3.67573751492404,0,9,13,300
"612","assistant",91.5441176470588,4.07648320701526,1,8,9,300
"613","associate",87.719298245614,4.23072256521509,1,0,12,300
"614","associated",83.2669322709163,4.29800791640686,2,14,15,300
"615","association",90.0735294117647,4.3362084217973,3,5,9,300
"616","assortment",85.0806451612903,4.06411936076451,3,17,9,300
"617","assume",84.0740740740741,4.35845911165316,3,3,15,300
"618","assumption",87.6447876447876,4.35349502622153,5,8,10,300
"619","assurance",91.2213740458015,4.429950650659,4,4,18,300
"620","assure",88.2352941176471,4.2455762774085,2,12,15,300
"621","assured",82.8897338403042,4.2721593278197,4,5,15,300
"622","asteroid",91.7525773195876,3.62956535466153,0,1,7,300
"623","asthma",67.8445229681979,3.87366323514111,1,5,4,300
"624","astonish",86.9090909090909,3.60268784046643,0,8,9,300
"625","astonishing",91.6666666666667,3.77319428902146,1,5,11,300
"626","astonishment",80.1498127340824,3.59989981472275,0,10,13,300
"627","astound",88.4297520661157,3.27235433482986,7,9,19,300
"628","astounding",89.010989010989,3.95337521997842,4,3,9,300
"629","astringent",83.0357142857143,4.36861211731311,20,4,8,300
"630","astrology",85.9106529209622,3.97523645726138,1,1,4,300
"631","astronaut",88.1944444444444,3.65928863068465,2,3,0,300
"632","astronomy",85.61872909699,3.42621165851647,0,0,1,300
"633","as well",84.7222222222222,3.12999079586812,6,25,16,300
"634","asylum",84.3205574912892,4.13504269108719,1,0,10,300
"635","at",93.5606060606061,3.93054126601048,1,9,15,300
"636","atheism",77.9411764705882,4.05311165252075,2,3,16,300
"637","atheist",77.9069767441861,4.13460135551008,5,10,7,300
"638","athlete",92.0415224913495,4.24327635954449,2,1,3,300
"639","athletic",93.6026936026936,4.23956990532531,0,1,1,300
"640","athletics",89.041095890411,4.07034392489268,1,1,3,300
"641","atlas",87.1186440677966,3.15979017934053,0,1,3,300
"642","atmosphere",91.4675767918089,3.98200881973369,1,1,2,300
"643","atom",93.1034482758621,3.64523791892225,1,1,5,300
"644","atomic",92.6573426573427,3.91076878331056,1,3,5,300
"645","atoms",61.4840989399293,3.92356891839394,0,5,7,300
"646","atop",92.3387096774193,4.0990611782551,9,10,5,300
"647","attach",92.280701754386,4.57550238706165,2,2,5,300
"648","attached",81.6176470588235,4.47470964627738,1,7,11,300
"649","attachment",88.1118881118881,4.54660816762932,1,2,7,300
"650","attack",89.2733564013841,4.40150148590768,0,2,7,300
"651","attain",94.6236559139785,3.7236881449262,3,5,2,300
"652","attempt",94.5652173913043,3.41203067921132,0,5,14,300
"653","attend",84.7583643122677,4.21793515924968,2,6,13,300
"654","attendance",87.6325088339223,4.34242015967753,2,2,7,300
"655","attendant",89.7233201581028,4.19847052148852,2,16,9,300
"656","attention",88.6446886446886,4.66040883765785,4,2,11,300
"657","attentive",89.2086330935252,4.48843235952097,2,1,14,300
"658","attic",89.6907216494845,4.16131644777623,1,1,4,300
"659","attire",88.8086642599278,3.66736698973345,4,1,9,300
"660","attitude",92.2794117647059,4.67611195695488,3,4,11,300
"661","attorney",91.4383561643836,3.61779818421487,1,1,3,300
"662","attract",85.6643356643357,4.41415601739828,0,2,10,300
"663","attraction",85.8131487889273,4.40720384077945,0,2,7,300
"664","attractive",91.864406779661,3.98240372408228,0,2,1,300
"665","attribute",87.5,4.53548214401044,10,9,12,300
"666","aubergine",87.43961352657,3.24134543302483,25,5,8,300
"667","auburn",85.6540084388186,3.4258395085332,13,11,2,300
"668","auction",86.986301369863,4.07823167525949,0,1,6,300
"669","audible",85.3046594982079,3.63941015158674,2,5,5,300
"670","audience",87.6712328767123,4.09335725901455,1,1,3,300
"671","audio",89.1156462585034,3.69256269637307,0,2,2,300
"672","auditorium",87.3333333333333,4.29049843371547,0,0,0,300
"673","augment",86.3453815261044,4.11970263451156,9,8,8,300
"674","august",88.2562277580071,3.96826076367605,1,5,6,300
"675","aunt",89.8550724637681,3.52729399231885,2,4,10,300
"676","aura",85.9154929577465,4.49101133760413,3,2,3,300
"677","Australia",72.6351351351351,4.38925329066948,0,1,2,300
"678","Australian",73.0769230769231,4.40897813522078,0,4,6,300
"679","Austria",62.4561403508772,4.03420100519691,1,5,2,300
"680","authentic",94.7368421052632,3.22268253532333,0,2,11,300
"681","author",91.9298245614035,3.40298996690162,0,4,7,300
"682","authoritarian",79.3103448275862,4.41047565823004,3,11,8,300
"683","authority",89.2361111111111,4.51627999459494,0,2,8,300
"684","autism",68.3823529411765,4.74689565127788,0,8,12,300
"685","auto",88.9285714285714,3.51106379723812,1,3,11,300
"686","autograph",86.8965517241379,3.4656549313087,0,1,8,300
"687","automatic",83.9285714285714,4.38618316504528,1,5,7,300
"688","automobile",90,3.53829775410867,0,1,8,300
"689","automotive",92.7710843373494,3.60598097474587,7,8,14,300
"690","autonomy",77.9467680608365,4.18651400079822,6,4,11,300
"691","autumn",96.9283276450512,3.00777525590396,1,0,4,300
"692","available",85.4477611940299,4.09195203654774,2,8,10,300
"693","avenue",91.3494809688581,3.52434071683088,1,1,6,300
"694","average",90.0355871886121,4.10818738804136,1,3,10,300
"695","aviation",82.2525597269625,3.80286452892,0,2,3,300
"696","avid",86.8525896414343,4.18845140142702,9,6,10,300
"697","avocado",93.3098591549296,3.57123130262745,1,3,7,300
"698","avoid",84.5559845559846,4.78015871803509,7,7,6,300
"699","avoidance",86.6666666666667,4.91506690551146,4,4,10,300
"700","await",89.4308943089431,4.5959379589,6,11,14,300
"701","awake",94.0972222222222,3.80973860014785,1,2,5,300
"702","awaken",89.5470383275261,3.98612813891543,0,2,9,300
"703","award",91.0958904109589,4.03979771603155,0,1,6,300
"704","aware",88.339222614841,4.12307913558122,1,4,6,300
"705","awareness",81.7843866171004,4.48686343921758,2,7,11,300
"706","away",89.041095890411,3.8123876764601,0,0,8,300
"707","awe",85.6115107913669,4.2738972964125,5,1,5,300
"708","awesome",91.8439716312057,4.22488745405039,2,2,8,300
"709","awful",93.5153583617747,3.95591481293695,0,2,3,300
"710","awkward",87.9432624113475,4.20752325901163,1,4,7,300
"711","axe",90.5723905723906,4.02947472281766,0,0,3,300
"712","axiom",84.7560975609756,4.38303395388202,34,13,8,300
"713","axis",82.078853046595,4.2816059482402,4,2,5,300
"714","axle",91.869918699187,3.40108966115158,8,10,10,300
"715","axon",83.8926174496644,3.74166934749396,45,5,6,300
"716","b",90.3225806451613,4.03613595059846,2,2,11,300
"717","babble",77.8169014084507,4.05942212054698,1,3,7,300
"718","babbling",79.9270072992701,4.03180422036599,4,1,12,300
"719","babe",90.5405405405405,3.77521146736028,0,0,4,300
"720","babies",88.2352941176471,4.36211997596663,0,4,3,300
"721","baboon",89.3382352941177,3.50436479868774,3,5,9,300
"722","baby",91.4383561643836,4.48465783864739,1,0,5,300
"723","babysitter",88.1720430107527,4.24426568287121,0,4,13,300
"724","bachelor",88.6206896551724,3.77811338900107,1,0,7,300
"725","back",90.7849829351536,4.11302103841362,1,0,4,300
"726","backbone",88.9655172413793,3.84373857988779,1,1,5,300
"727","background",90.5263157894737,4.4618211131459,1,3,6,300
"728","backpack",88.7719298245614,4.1283469370618,1,5,2,300
"729","backpacker",90.1023890784983,4.38014818103251,1,1,2,300
"730","backspace",91.6981132075472,3.44503752258061,2,11,7,300
"731","backstabber",85.9778597785978,4.42225271531991,1,7,12,300
"732","backup",81.0526315789474,4.35937315563117,0,2,11,300
"733","backward",82.4817518248175,4.34518699516841,1,5,13,300
"734","backwards",85.4609929078014,4.17632088175439,0,2,14,300
"735","backyard",90.4761904761905,4.01443880554331,0,1,4,300
"736","bacon",90.8474576271186,3.92772994442709,1,0,2,300
"737","bacteria",87.2909698996656,4.04853913410187,0,0,1,300
"738","bad",94.5945945945946,4.15606118317318,0,1,2,300
"739","badge",84.3003412969283,4.28590942813415,0,1,5,300
"740","badger",85.0909090909091,4.48201482023246,2,4,11,300
"741","bad guy",80.5755395683453,4.26717778498658,1,5,9,300
"742","bad luck",82.4817518248175,4.5234818992945,0,10,6,300
"743","badly",71.969696969697,4.54750984436327,3,9,9,300
"744","badminton",83.1081081081081,3.07351993207946,1,0,1,300
"745","bad mood",91.1971830985916,4.18970893921616,0,6,4,300
"746","bad weather",88.2758620689655,3.49005236274887,0,3,4,300
"747","baffle",82.3788546255507,3.8266596361846,7,17,18,300
"748","bag",90.3448275862069,4.24483003593277,0,1,8,300
"749","bagel",84.0677966101695,3.69353731824439,1,0,2,300
"750","baggage",91.4089347079038,3.88169563922236,1,1,4,300
"751","baggy",77.6978417266187,3.79433457583151,1,4,11,300
